"","tot_surf_area","npe_area","fa_enpr","RMSD","fa_enppr","molmass_ea","avg_dev","euc_dist","ssp","sdc","X","X.1","s","t","u"
"18",4377.11,1458.42,0.33319,1.658,35.0303,602062.7253,54.7054,1441.37,0,44.2935,NA,NA,NA,NA,NA
"19",10463.7,3863.11,0.36919,15.728,95.2355,1466884.061,121.999,4015.64,0,33.1526,NA,NA,NA,NA,NA
"20",9944.58,3337.52,0.33561,19.425,60.3793,1394817.081,150.525,9881.83,0,36.8563,NA,NA,NA,NA,NA
"21",8999.01,2490.06,0.2767,1.754,88.5083,1255318.944,115.823,4092.33,0,34.9178,NA,NA,NA,NA,NA
"22",6660.46,2008.7,0.30158,4.186,55.2014,862602.3534,108.88,4211.51,0,39.9983,NA,NA,NA,NA,NA
"23",14344.6,3462.72,0.24139,4.759,170.958,2055761.579,222.817,4850.99,0,28.0759,NA,NA,NA,NA,NA
"24",5892.27,1768.67,0.30016,2.51,53.102,839123.6159,81.1437,2501.07,0,41.6155,NA,NA,NA,NA,NA
"25",9516.9,2368.33,0.24885,3.954,106.999,1326900.092,144.055,4324.08,0,33.1094,NA,NA,NA,NA,NA
"26",5295.91,1790.31,0.33805,7.454,58.8792,688347.3782,93.9897,3245.09,0,37.9955,NA,NA,NA,NA,NA
"27",8240.75,2715.55,0.32952,16.076,63.0595,1168548.696,108.848,3027.45,0,38.4347,NA,NA,NA,NA,NA
"28",8897.19,2685.45,0.30183,3.503,114.692,1214758.694,140.651,4120.87,0,32.4829,NA,NA,NA,NA,NA
"29",8642.59,2210.99,0.25582,14.457,96.0322,1199032.665,123.508,3180.3,0,37.6754,NA,NA,NA,NA,NA
"30",7053.63,2307.19,0.32709,2.1,75.8983,960587.0614,101.24,3805.43,0,36.0665,NA,NA,NA,NA,NA
"31",12782.9,3673.28,0.28735,2.408,155.657,1796812.118,190.74,4745.77,0,29.0838,NA,NA,NA,NA,NA
"32",13889.8,4694.26,0.33796,3.215,187.65,1933445.836,246.786,4397.19,0,30.2527,NA,NA,NA,NA,NA
"33",11696.1,3456,0.29548,19.064,108.135,1681328.972,141.84,4873.62,0,30.1253,NA,NA,NA,NA,NA
"34",9489.94,2265.59,0.23873,4.64,83.6493,1331634.3,117.546,4840.53,0,32.4727,NA,NA,NA,NA,NA
"35",13043.1,5568.46,0.42692,17.61,115.631,1847458.368,211.874,5275,0,27.4165,NA,NA,NA,NA,NA
"36",17099.1,5994.03,0.35054,1.834,223.806,2316828.466,278.863,5468.55,0,23.3121,NA,NA,NA,NA,NA
"37",5971.28,1375.53,0.23035,15.353,42.2214,813818.0414,89.4058,3025.82,0,40.179,NA,NA,NA,NA,NA
"38",8558.33,2550.04,0.29795,8.004,76.4077,1149525.385,108.222,3647.38,0,35.7656,NA,NA,NA,NA,NA
"39",11453.6,4311.14,0.3764,16.724,112.14,1585654.003,171.608,4363.57,0,34.0751,NA,NA,NA,NA,NA
"40",16170,4107.71,0.25403,1.631,179.794,2249372.06,214.017,4223.03,0,31.2849,NA,NA,NA,NA,NA
"41",5844.85,1852.23,0.31689,7.998,55.83,799094.4334,82.0094,3179.91,0,39.5845,NA,NA,NA,NA,NA
"42",9528.5,2698.19,0.28317,3.375,100.557,1287891.388,139.508,3624.23,0,34.6522,NA,NA,NA,NA,NA
"43",6242.74,910.97,0.14592,0.545,47.804,879106.9737,73.1055,2740.75,0,42.0224,NA,NA,NA,NA,NA
"44",11135.7,3695.12,0.33182,2.262,123.766,1559847.032,176.472,4152.46,0,31.0429,NA,NA,NA,NA,NA
"45",9415.43,2755.81,0.29269,16.769,93.0368,1304073.524,128.297,4417.16,0,34.2002,NA,NA,NA,NA,NA
"46",6128.14,2654.04,0.43309,17.691,57.6053,828410.0198,94.6343,2838.46,0,40.3682,NA,NA,NA,NA,NA
"47",8182.74,2871.06,0.35086,11.932,83.5196,1104297.859,112.952,3621.14,0,38.163,NA,NA,NA,NA,NA
"48",4876.79,1534.56,0.31466,11.011,40.5163,673456.9693,60.4994,2569.65,0,41.816,NA,NA,NA,NA,NA
"49",6573.81,1751.66,0.26646,11.282,61.784,931934.8407,75.2564,3435.44,0,40.2348,NA,NA,NA,NA,NA
"50",9838.59,3220.23,0.3273,3.121,107.714,1391729.731,137.082,3666.81,0,35.1851,NA,NA,NA,NA,NA
"51",16193.6,6600.98,0.40762,19.225,155.804,2205062.663,247.236,4623.65,0,32.0115,NA,NA,NA,NA,NA
"52",10309.6,5254.45,0.50966,17.312,88.5614,1272060.29,207.738,3368.36,0,37.5778,NA,NA,NA,NA,NA
"53",7899.92,2530.7,0.32034,2.018,91.3558,1071082.135,124.919,3221.55,0,38.7248,NA,NA,NA,NA,NA
"54",6029.88,1865.93,0.30944,7.02,66.5042,839738.4406,91.7332,3085.57,0,39.437,NA,NA,NA,NA,NA
"55",7941.89,2412.41,0.30375,2.504,83.4498,1125958.001,112.643,3896.23,0,35.0325,NA,NA,NA,NA,NA
"56",9580.64,5287.12,0.55185,19.205,94.1644,1200188.61,187.883,2708.68,0,39.2357,NA,NA,NA,NA,NA
"57",9633.45,2475.77,0.25699,2.046,119.747,1323532.119,135.758,4124.03,0,33.0523,NA,NA,NA,NA,NA
"58",9111.6,2431.27,0.26683,1.43,96.9139,1294991.435,131.036,4074.59,0,33.4655,NA,NA,NA,NA,NA
"59",5317.47,1152.43,0.21672,2.299,50.0278,676457.8747,64.4958,2224.75,0,43.068,NA,NA,NA,NA,NA
"60",15260.2,3324.56,0.21785,3.551,174.457,2157571.07,232.04,4868.84,0,27.4257,NA,NA,NA,NA,NA
"61",11021.1,2927.33,0.26561,3.091,128.51,1571307.37,170.061,4415.67,0,32.3374,NA,NA,NA,NA,NA
"62",9196.56,2463.26,0.26784,14.526,93.6356,1308093.755,120.358,3411.5,0,35.4827,NA,NA,NA,NA,NA
"63",5555.26,1333.19,0.23998,13.425,50.5959,755215.4378,68.5866,2439.85,0,40.2964,NA,NA,NA,NA,NA
"64",21172.1,5795.51,0.27373,1.546,297.292,2884193.867,303.815,6590.75,0,18.79,NA,NA,NA,NA,NA
"65",8850.68,2452.02,0.27704,2.176,102.361,1218397.049,120.338,3859.72,0,33.5117,NA,NA,NA,NA,NA
"66",8262.87,1881.07,0.22765,1.523,80.7119,1182584.293,112.135,4051.36,0,34.9754,NA,NA,NA,NA,NA
"67",5089.83,1036.72,0.20368,12.265,44.558,717512.1258,77.5148,2696.92,0,41.122,NA,NA,NA,NA,NA
"68",6709.91,1949.74,0.29057,4.494,58.1464,927492.2361,78.6142,3250.79,0,38.5992,NA,NA,NA,NA,NA
"69",9141.55,2687.28,0.29396,2.198,89.4391,1283192.914,121.742,4408.27,0,33.5176,NA,NA,NA,NA,NA
"70",21374.5,7858.15,0.36764,3.206,192.503,2982465.11,366.363,17267.04,0,27.2917,NA,NA,NA,NA,NA
"71",7222.2,1750.77,0.24241,15.33,64.1083,1014223.854,89.4892,3296.03,0,37.8068,NA,NA,NA,NA,NA
"72",7491.7,2581.22,0.34454,13.088,50.1645,1044817.777,104.986,2880.11,0,41.09,NA,NA,NA,NA,NA
"73",14386.6,4083.67,0.28385,0.892,189.327,2005794.945,219.929,5571.93,0,22.9595,NA,NA,NA,NA,NA
"74",17605.5,4413.7,0.2507,19.162,180.172,2490716.961,214.039,6133.52,0,21.7049,NA,NA,NA,NA,NA
"75",6580.44,2462.97,0.37428,1.944,82.243,888782.1705,97.6395,3188.5,0,39.3328,NA,NA,NA,NA,NA
"76",18002,6573.95,0.36517,11.484,172.228,2466277.782,288.837,5814.97,0,26.9013,NA,NA,NA,NA,NA
"77",8542.06,2611.98,0.30577,1.937,99.4353,1167697.422,148.699,3314.82,0,36.3123,NA,NA,NA,NA,NA
"78",4525.21,1899.14,0.41967,10.178,44.5238,666469.5837,75.9653,2337.06,0,43.272,NA,NA,NA,NA,NA
"79",15196.5,2466.96,0.16233,3.401,184.817,2077138.822,241.941,5205.25,0,25.895,NA,NA,NA,NA,NA
"80",9223.98,2250.16,0.24394,2.085,105.349,1292890.929,149.253,3892.01,0,33.3526,NA,NA,NA,NA,NA
"81",10842.6,4079.6,0.37625,4.46,120.032,1448655.947,198.82,3949.42,0,30.7121,NA,NA,NA,NA,NA
"82",5322.81,1333.63,0.25054,1.735,50.6448,701728.7709,82.0663,3418.09,0,39.9464,NA,NA,NA,NA,NA
"83",13487.5,3917.88,0.29048,4.906,157.844,1895714.029,205.053,4759.23,0,28.7473,NA,NA,NA,NA,NA
"84",23476.4,6978.54,0.29725,3.346,309.153,3264476.732,373.202,6370.74,0,17.8521,NA,NA,NA,NA,NA
"85",6836.29,2011.1,0.29418,1.998,66.7677,945064.6136,88.3601,3086.42,0,39.5219,NA,NA,NA,NA,NA
"86",6911.95,2336.15,0.33798,1.342,63.8402,930476.3413,99.7759,3096.08,0,40.315,NA,NA,NA,NA,NA
"87",6921.53,1837.19,0.26543,13.319,60.8476,976390.8528,103.341,3046.26,0,39.6561,NA,NA,NA,NA,NA
"88",12669.8,4179.66,0.32989,20.532,112.432,1744030.573,168.527,5501.18,0,31.7669,NA,NA,NA,NA,NA
"89",6317.44,2438.89,0.38605,15.394,65.566,917939.2131,95.8331,3472.19,0,37.0564,NA,NA,NA,NA,NA
"90",8705.34,1963.6,0.22556,2.992,93.113,1242169.441,128.104,3810.43,0,35.0108,NA,NA,NA,NA,NA
"91",16027.4,4134.97,0.25799,3.9,245.224,2180550.938,264.376,4776.57,0,27.5671,NA,NA,NA,NA,NA
"92",18819.8,4260.88,0.2264,1.824,223.559,2631012.603,285.251,5596.39,0,23.4951,NA,NA,NA,NA,NA
"93",18598,6494.2,0.34918,20.554,174.101,2604460.783,258.179,5532.6,0,23.8672,NA,NA,NA,NA,NA
"94",7150.38,2142.85,0.29968,1.312,81.7514,972774.9571,110.316,3068.31,0,36.0635,NA,NA,NA,NA,NA
"95",11108.8,3692.38,0.33238,17.092,95.7287,1519559.656,131.177,4446.55,0,32.0463,NA,NA,NA,NA,NA
"96",5331.92,1126.37,0.21125,1.468,51.2461,764437.3331,69.4864,2862.98,0,40.2882,NA,NA,NA,NA,NA
"97",11461.2,3064.39,0.26737,2.955,145.322,1631317.125,159.806,4124.92,0,32.4405,NA,NA,NA,NA,NA
"98",8410,2255.41,0.26818,15.506,73.5676,1136016.165,103.303,3921.44,0,39.2302,NA,NA,NA,NA,NA
"99",8256.92,2965.91,0.3592,13.012,54.9108,1175710.221,119.366,3675.17,0,39.6086,NA,NA,NA,NA,NA
"100",7822.68,2470.48,0.3158,12.798,75.6986,1074390.357,108.192,3729.3,0,34.9006,NA,NA,NA,NA,NA
"101",21525.8,6661.18,0.30945,20.939,182.08,3105499.617,288.207,5050.83,0,26.6103,NA,NA,NA,NA,NA
"102",9914.49,2941.14,0.29665,1.945,105.53,1376665.118,149.85,4223.41,0,34.404,NA,NA,NA,NA,NA
"103",20265.6,7760.65,0.38294,20.546,273.78,2703395.875,361.053,5964.35,0,21.1018,NA,NA,NA,NA,NA
"104",8156.96,2327.69,0.28536,1.945,97.0413,1155865.244,110.691,3547.38,0,36.8988,NA,NA,NA,NA,NA
"105",7529.2,1439.99,0.19125,13.636,66.1373,1040549.4,101.59,3426.59,0,37.1526,NA,NA,NA,NA,NA
"106",7415.35,2132.99,0.28764,3.384,74.9092,985069.8934,98.0948,3363.99,0,37.5866,NA,NA,NA,NA,NA
"107",14607.3,4047.62,0.27709,2.387,187.708,2030371.835,223.58,5613.65,0,23.5468,NA,NA,NA,NA,NA
"108",6200.45,1746.65,0.28169,6.4,60.2167,865056.231,79.678,2992.93,0,39.6709,NA,NA,NA,NA,NA
"109",7296.51,2716.83,0.37234,1.939,80.8792,998538.0402,97.7365,3340.66,0,38.577,NA,NA,NA,NA,NA
"110",6584.68,1929.07,0.29296,2.418,64.2853,891659.3787,88.1107,3149.49,0,40.0574,NA,NA,NA,NA,NA
"111",8678.18,1928.2,0.22218,2.226,108.315,1179034.165,130.671,3982.01,0,34.2566,NA,NA,NA,NA,NA
"112",7541.08,2246.91,0.29795,3.851,81.5282,1014590.184,116.322,3095.26,0,39.0206,NA,NA,NA,NA,NA
"113",7923.31,2603.2,0.32854,10.722,50.0506,1063742.43,118.504,3009.26,0,40.7063,NA,NA,NA,NA,NA
"114",12854.8,4974.21,0.38695,17.383,133.415,1767690.479,206.178,5170.13,0,30.3877,NA,NA,NA,NA,NA
"115",7880.7,3937.08,0.49958,13.637,84.4874,1099398.351,141.781,3355.57,0,36.9476,NA,NA,NA,NA,NA
"116",10216.1,3704.42,0.3626,14.957,92.9416,1417065.864,135.776,3453.36,0,36.9359,NA,NA,NA,NA,NA
"117",20192.5,8073.4,0.39982,3.378,248.484,2728474.973,310.613,6077.62,0,23.8867,NA,NA,NA,NA,NA
"118",15821.8,4712.43,0.29784,0.895,189.824,2200416.35,226.268,5670.34,0,22.4735,NA,NA,NA,NA,NA
"119",2783.15,970.82,0.34882,4.721,23.77,374315.5155,33.6462,1382.48,0,45.8496,NA,NA,NA,NA,NA
"120",8426.28,1560.44,0.18518,3.122,97.6901,1192655.032,120.419,3805.18,0,35.3857,NA,NA,NA,NA,NA
"121",9160.69,3429.69,0.37439,11.469,92.4198,1286094.016,127.507,3870.09,0,35.4892,NA,NA,NA,NA,NA
"122",8185.46,2288.3,0.27955,0.956,84.9976,1131699.149,113.06,3106.87,0,37.6554,NA,NA,NA,NA,NA
"123",8332.74,2323.37,0.27882,17.081,71.3058,1096003.594,120.661,3215.49,0,38.3227,NA,NA,NA,NA,NA
"124",9312.28,3293.86,0.35371,15.837,89.3369,1255012.559,109.29,3747.83,0,31.2266,NA,NA,NA,NA,NA
"125",17511.1,6097.18,0.34818,20.757,203.045,2425271.019,264.236,6507.4,0,23.5021,NA,NA,NA,NA,NA
"126",6221.69,2036.53,0.32732,4.899,63.1807,828047.0307,89.057,2816.41,0,40.441,NA,NA,NA,NA,NA
"127",10206.8,3802.88,0.37258,19.023,97.4634,1437037.831,139.493,3428.12,0,35.6716,NA,NA,NA,NA,NA
"128",12840.1,4802.1,0.37399,2.288,121.099,1794015.609,217.086,4355.86,0,29.424,NA,NA,NA,NA,NA
"129",10326.4,3143.38,0.3044,2.282,116.439,1477929.746,140.124,3820.84,0,34.9152,NA,NA,NA,NA,NA
"130",19348.7,7026.91,0.36317,2.047,233.113,2662520.077,299.79,5706.81,0,24.8587,NA,NA,NA,NA,NA
"131",9686.93,2884.07,0.29772,7.254,92.7195,1380059.913,128.591,4181.24,0,33.1551,NA,NA,NA,NA,NA
"132",7599.22,2018.72,0.26564,3.95,81.9264,1068668.108,108.256,3401.11,0,37.8907,NA,NA,NA,NA,NA
"133",6162.79,2117.23,0.34355,14.088,50.5683,865677.6866,84.3997,2507.94,0,40.9954,NA,NA,NA,NA,NA
"134",6883.97,2013.74,0.29252,13.227,62.1264,963081.8305,98.8454,3369.47,0,38.0714,NA,NA,NA,NA,NA
"135",15826.3,4497.86,0.2842,1.915,216.959,2192977.194,271.204,5776.61,0,22.4303,NA,NA,NA,NA,NA
"136",7021,2491.68,0.35488,14.48,70.9485,1004791.153,105.523,3285.6,0,37.9205,NA,NA,NA,NA,NA
"137",6775.82,2026.75,0.29911,4.255,54.2573,883653.4909,109.377,3837.87,0,39.5385,NA,NA,NA,NA,NA
"138",6894.15,2011.2,0.29172,4.588,62.8154,914230.7718,93.3319,3554.76,0,38.0451,NA,NA,NA,NA,NA
"139",13227.7,3943.83,0.29814,1.617,159.149,1859576.371,235.085,4408.43,0,30.1073,NA,NA,NA,NA,NA
"140",11872.4,5238.53,0.44123,14.485,163.155,1658894.046,240.474,4671.52,0,29.379,NA,NA,NA,NA,NA
"141",6122.82,1750.04,0.28582,12.968,59.0167,845586.6555,80.8318,3175.78,0,38.7815,NA,NA,NA,NA,NA
"142",8459.52,1767.71,0.20896,10.61,87.7866,1178701.599,121.878,3505.47,0,34.9027,NA,NA,NA,NA,NA
"143",8029.66,2261.17,0.2816,1.674,82.4552,1096978.919,116.669,3213.05,0,38.6735,NA,NA,NA,NA,NA
"144",9181.06,3343.28,0.36414,1.441,89.1905,1223677.738,140.489,3783.87,0,35.9708,NA,NA,NA,NA,NA
"145",13437.4,4125.82,0.30704,2.738,169.988,1896305.418,213.492,5001.84,0,27.5569,NA,NA,NA,NA,NA
"146",8909.66,3335.79,0.3744,18.528,72.444,1242625.566,138.962,3648.49,0,35.1261,NA,NA,NA,NA,NA
"147",10414,3444.75,0.33078,3.52,123.458,1434758.513,178.399,3838.76,0,32.7313,NA,NA,NA,NA,NA
"148",6477.7,2008.87,0.31012,12.765,66.1368,900158.4445,106.178,3007.2,0,39.9114,NA,NA,NA,NA,NA
"149",9502.14,3425,0.36044,2.337,101.003,1338975.931,136.419,3653.9,0,35.1578,NA,NA,NA,NA,NA
"150",7775.55,1683.14,0.21646,2.19,81.8809,1088375.902,101.599,3899.99,0,35.594,NA,NA,NA,NA,NA
"151",4781.93,1020.07,0.21331,3.458,43.4426,675005.0149,61.2146,2648.39,0,40.3277,NA,NA,NA,NA,NA
"152",5814.18,1992.84,0.34275,12.358,39.5112,794327.7453,81.3338,2237.42,0,41.8141,NA,NA,NA,NA,NA
"153",7188.9,2193.28,0.30509,13.572,68.7632,1015271.511,99.9261,3608.14,0,37.3265,NA,NA,NA,NA,NA
"154",15539.7,4447.51,0.2862,2.965,215.59,2146320.621,276.18,5126.37,0,23.9282,NA,NA,NA,NA,NA
"155",12705.8,5224.44,0.41118,19.123,167.486,1763869.005,244.648,4887.33,0,28.2466,NA,NA,NA,NA,NA
"156",14533.9,4786.84,0.32935,3.883,164.201,2024378.318,224.558,4956.29,0,28.6754,NA,NA,NA,NA,NA
"157",7160.46,2069.02,0.28895,2.659,70.3572,974551.0823,104.076,2803.09,0,36.9882,NA,NA,NA,NA,NA
"158",7990.89,2832.23,0.35443,17.368,62.6798,1063460.999,121.392,3219.48,0,36.5628,NA,NA,NA,NA,NA
"159",7601.31,2719.77,0.3578,1.869,78.6805,1033847.933,114.779,2932.78,0,38.4484,NA,NA,NA,NA,NA
"160",18450.9,5149.57,0.27909,9.741,200.178,2551140.599,283.71,6214.28,0,20.4152,NA,NA,NA,NA,NA
"161",9336.35,2176.46,0.23311,0.453,99.0515,1332310.122,148.631,3798.3,0,34.3358,NA,NA,NA,NA,NA
"162",7258.72,1477.76,0.20358,6.035,54.5369,979159.3942,98.6908,2802.75,0,40.068,NA,NA,NA,NA,NA
"163",11070,4323.54,0.39056,15.263,101.027,1540154.096,148.404,3857.51,0,35.8852,NA,NA,NA,NA,NA
"164",33038.8,13154.6,0.39815,4.022,256.362,4445868.075,461.69,6845.53,0,46.5464,NA,NA,NA,NA,NA
"165",6973.82,1544.27,0.22143,15.519,57.1141,1012665.437,78.6198,2669.88,0,39.1886,NA,NA,NA,NA,NA
"166",8624.94,1836.85,0.21296,2.017,81.6715,1235624.426,101.732,3761.37,0,36.1784,NA,NA,NA,NA,NA
"167",5384.12,1580.92,0.29362,7.998,36.5811,744142.7477,70.99,2052.51,0,42.2385,NA,NA,NA,NA,NA
"168",6125.92,1896.06,0.30951,14.35,57.9394,869575.3727,102.723,2937.95,0,40.0448,NA,NA,NA,NA,NA
"169",8597.19,2266.9,0.26367,0.62,98.8984,1202135.503,126.658,3264.48,0,36.7244,NA,NA,NA,NA,NA
"170",13687.4,3380.94,0.24701,18.036,170.164,1963536.203,204.971,4719.86,0,29.0172,NA,NA,NA,NA,NA
"171",6671.49,1770.56,0.26539,11.71,63.1896,901727.3991,86.7357,3237.04,0,38.8753,NA,NA,NA,NA,NA
"172",7958.46,1325.32,0.16652,17.729,73.5709,1070806.072,96.3169,3483.44,0,37.9807,NA,NA,NA,NA,NA
"173",6990.49,2298.66,0.32882,13.452,52.531,947541.5397,94.3902,3194.98,0,40.2645,NA,NA,NA,NA,NA
"174",11334.2,3066.28,0.27053,2.288,148.753,1620742.943,160.377,4114.86,0,32.4292,NA,NA,NA,NA,NA
"175",6135.36,1981.41,0.32294,1.364,53.8423,844255.7797,93.9242,3709.75,0,36.9126,NA,NA,NA,NA,NA
"176",9302.12,2381.92,0.25606,14.184,57.3243,1232174.79,128.316,3243.29,0,37.5587,NA,NA,NA,NA,NA
"177",7771.5,2029.58,0.26115,0.661,82.8512,1088408.601,131.075,3105.62,0,34.6667,NA,NA,NA,NA,NA
"178",5729.97,2046.4,0.35713,8.21,54.9784,807810.7652,84.033,2569.8,0,41.5185,NA,NA,NA,NA,NA
"179",10957.1,3973.2,0.36261,6.663,128.082,1530021.393,200.334,4384.74,0,32.603,NA,NA,NA,NA,NA
"180",12046.7,2261.87,0.18775,0.56,146.926,1633459.327,191.186,4885.89,0,29.8433,NA,NA,NA,NA,NA
"181",8429.23,3761.49,0.44624,4.058,85.8181,1166879.689,144.369,3696.1,0,35.1459,NA,NA,NA,NA,NA
"182",14429.5,4499.1,0.31179,1.856,166.962,1996860.044,221.636,5230.93,0,27.1669,NA,NA,NA,NA,NA
"183",12693.8,2495.8,0.19661,0.567,148.094,1726338.494,198.31,4861.61,0,29.7936,NA,NA,NA,NA,NA
"184",6767.52,1398.72,0.20668,13.855,63.2326,913060.7724,82.9389,3389.71,0,37.4037,NA,NA,NA,NA,NA
"185",11712.7,3173.35,0.27093,2.881,112.907,1644783.296,175.291,4527.26,0,32.1201,NA,NA,NA,NA,NA
"186",10371.9,2315.88,0.22328,0,112.412,1459377.09,163.343,4252.08,0,46.5464,NA,NA,NA,NA,NA
"187",7739.17,1979.66,0.25579,1.791,88.0217,1087290.01,109.093,3884.18,0,35.5217,NA,NA,NA,NA,NA
"188",12555.7,3297.62,0.26263,2.911,162.75,1748141.562,200.576,4825.12,0,28.4531,NA,NA,NA,NA,NA
"189",10007,2534.33,0.25325,15.241,93.8,1368630.117,129.991,4315.69,0,33.3379,NA,NA,NA,NA,NA
"190",11577.7,3513.22,0.30344,3.435,166.044,1609051.287,204.179,4775.62,0,28.6984,NA,NA,NA,NA,NA
"191",16720.4,3345.16,0.20006,11.759,205.029,2400036.798,256.846,5379.64,0,21.8332,NA,NA,NA,NA,NA
"192",5248.96,1065.72,0.20303,1.52,48.0599,745074.7435,68.5346,2860.52,0,40.3363,NA,NA,NA,NA,NA
"193",7114.86,2073.53,0.29143,1.811,65.2723,1004082.248,89.1874,3598.72,0,38.0795,NA,NA,NA,NA,NA
"194",15236,3910.15,0.25663,2.746,165.312,2179342.938,205.623,4966.5,0,25.8334,NA,NA,NA,NA,NA
"195",5285.37,2491.05,0.47131,11.679,45.6073,763898.1709,83.9474,2399.46,0,43.0374,NA,NA,NA,NA,NA
"196",22980.1,6929.29,0.30153,18.677,208.775,3244162.767,348.974,6934.14,0,18.5382,NA,NA,NA,NA,NA
"197",14486.9,3431.87,0.23689,2.651,200.061,2022047.604,252.037,4939.11,0,26.9361,NA,NA,NA,NA,NA
"198",3927.28,984.04,0.25056,3.308,32.6208,566097.0521,47.8989,1736.4,0,44.5268,NA,NA,NA,NA,NA
"199",15967.2,5302.49,0.33208,19.853,171.371,2272880.131,277.291,4948.76,0,27.439,NA,NA,NA,NA,NA
"200",8204.05,2848.86,0.34725,17.871,62.9145,1094435.895,116.241,3320.09,0,36.5628,NA,NA,NA,NA,NA
"201",7710.52,2189.1,0.28391,5.631,64.5365,1068594.584,106.623,3282.27,0,37.2555,NA,NA,NA,NA,NA
"202",7811.1,1551.54,0.19863,1.867,83.9704,1094292.172,97.8145,3758.79,0,34.3651,NA,NA,NA,NA,NA
"203",10386.5,4249.88,0.40917,16.053,69.1085,1463831.632,148.928,5466.4,0,29.5946,NA,NA,NA,NA,NA
"204",16570.7,4961.03,0.29938,5.622,215.908,2313826.336,286.255,4789.38,0,27.2481,NA,NA,NA,NA,NA
"205",6092.64,1713.8,0.28129,2.322,53.7129,852409.6624,75.9776,3229.48,0,39.8182,NA,NA,NA,NA,NA
"206",10188.4,3727.89,0.36589,14.34,88.989,1369565.223,122.733,4249.4,0,36.6894,NA,NA,NA,NA,NA
"207",12443,3302.85,0.26543,19.798,119.648,1801339.913,171.675,4106.48,0,34.222,NA,NA,NA,NA,NA
"208",8467.17,2274.99,0.26868,4.309,76.964,1187233.018,101.013,4281.06,0,34.3379,NA,NA,NA,NA,NA
"209",7501.89,2270.33,0.30263,1.842,73.942,1041446.665,97.5288,3730.78,0,36.3122,NA,NA,NA,NA,NA
"210",10880.3,3714.52,0.34139,17.688,97.8716,1516140.954,142.708,4934.9,0,31.1692,NA,NA,NA,NA,NA
"211",8432.48,3338.78,0.39594,17.792,75.2091,1194987.58,117.448,4576.11,0,37.5769,NA,NA,NA,NA,NA
"212",16767.9,5992.96,0.3574,2.815,239.541,2253318.512,265.741,5417.87,0,19.5693,NA,NA,NA,NA,NA
"213",8745.61,2650.79,0.30309,2.539,79.7558,1216687.249,111.169,4264.42,0,34.9479,NA,NA,NA,NA,NA
"214",14374.3,4858.15,0.33797,13.885,160.733,2039497.081,235.579,4685.72,0,24.6737,NA,NA,NA,NA,NA
"215",15019.1,4632.49,0.30843,1.35,210.099,2090486.252,254.281,5339.97,0,24.815,NA,NA,NA,NA,NA
"216",14266.2,3170.36,0.22222,1.883,178.533,1996317.124,190.272,4071.51,0,32.0918,NA,NA,NA,NA,NA
"217",6001.95,1909.93,0.31821,7.575,56.1547,823952.9896,84.3661,3192.39,0,39.0661,NA,NA,NA,NA,NA
"218",6337.09,1478.86,0.23336,13.383,64.18,849463.0646,87.7138,3212.84,0,38.271,NA,NA,NA,NA,NA
